person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
46,119136,MORTGAGE,1.0,HOMEIMPROVEMENT,24800.0,10.26,0,0.21,N,26
35,51543,RENT,9.0,EDUCATION,5800.0,12.66,1,0.11,Y,15
32,41579,MORTGAGE,0.0,MEDICAL,3200.0,6.51,0,0.08,N,10
51,48629,MORTGAGE,9.0,MEDICAL,4100.0,12.46,0,0.08,N,30
38,60317,MORTGAGE,3.0,MEDICAL,18600.0,11.53,0,0.31,N,20
38,63096,OWN,12.0,DEBTCONSOLIDATION,9900.0,8.05,0,0.16,N,17
49,42304,RENT,1.0,MEDICAL,4700.0,13.06,1,0.11,N,30
43,18625,RENT,0.0,VENTURE,3100.0,13.27,0,0.17,N,22
42,37352,MORTGAGE,4.0,HOMEIMPROVEMENT,2400.0,5.0,0,0.06,N,24
57,22528,RENT,6.0,MEDICAL,6800.0,11.74,1,0.3,N,30
36,71891,OWN,,EDUCATION,13100.0,12.86,0,0.18,N,16
46,58950,RENT,0.0,HOMEIMPROVEMENT,9000.0,9.4,0,0.15,N,27
40,46368,MORTGAGE,2.0,MEDICAL,5200.0,13.28,0,0.11,N,19
41,43244,MORTGAGE,1.0,DEBTCONSOLIDATION,8600.0,9.36,0,0.2,N,23
51,131013,MORTGAGE,2.0,VENTURE,23000.0,7.09,1,0.18,N,30
43,86959,OWN,3.0,PERSONAL,16200.0,9.24,0,0.19,N,25
43,54321,OWN,6.0,DEBTCONSOLIDATION,8800.0,7.16,0,0.16,N,23
47,37458,OTHER,16.0,DEBTCONSOLIDATION,6700.0,8.91,1,0.18,N,29
37,93433,MORTGAGE,,HOMEIMPROVEMENT,6300.0,7.47,0,0.07,N,16
35,51805,RENT,5.0,VENTURE,7300.0,9.07,0,0.14,N,17
34,35448,MORTGAGE,1.0,EDUCATION,6800.0,11.11,0,0.19,N,14
30,36487,MORTGAGE,1.0,HOMEIMPROVEMENT,3400.0,8.76,0,0.09,N,12
56,68250,RENT,5.0,EDUCATION,12700.0,12.21,0,0.19,N,30
34,78918,OWN,7.0,DEBTCONSOLIDATION,6500.0,8.84,0,0.08,N,15
38,67360,MORTGAGE,19.0,HOMEIMPROVEMENT,23300.0,11.12,0,0.35,N,16
38,68103,MORTGAGE,7.0,HOMEIMPROVEMENT,10000.0,9.83,0,0.15,N,16
41,42103,MORTGAGE,0.0,MEDICAL,12500.0,6.68,0,0.3,Y,20
45,37343,OTHER,1.0,EDUCATION,6000.0,13.24,0,0.16,N,25
45,52801,RENT,7.0,HOMEIMPROVEMENT,7000.0,12.0,1,0.13,N,24
36,47051,RENT,3.0,DEBTCONSOLIDATION,10400.0,11.48,0,0.22,N,15
39,29721,RENT,1.0,DEBTCONSOLIDATION,4300.0,10.14,0,0.14,N,21
41,48237,MORTGAGE,3.0,HOMEIMPROVEMENT,5000.0,7.27,0,0.1,N,19
38,69216,MORTGAGE,12.0,PERSONAL,9600.0,6.15,0,0.14,N,17
52,40328,MORTGAGE,7.0,EDUCATION,4100.0,6.61,0,0.1,N,30
43,108405,RENT,2.0,DEBTCONSOLIDATION,10400.0,7.94,0,0.1,N,23
44,26215,RENT,19.0,MEDICAL,5200.0,,0,0.2,N,25
44,32465,RENT,7.0,MEDICAL,10600.0,11.59,0,0.33,Y,22
48,36813,MORTGAGE,0.0,HOMEIMPROVEMENT,3700.0,,0,0.1,N,27
41,73957,MORTGAGE,0.0,HOMEIMPROVEMENT,20900.0,14.29,0,0.28,N,22
33,54513,OWN,4.0,EDUCATION,9900.0,11.88,0,0.18,N,13
42,31476,RENT,2.0,MEDICAL,3500.0,11.74,0,0.11,N,20
36,19223,RENT,8.0,HOMEIMPROVEMENT,3300.0,11.27,0,0.17,N,16
36,27082,RENT,11.0,DEBTCONSOLIDATION,2900.0,,0,0.11,N,15
43,20401,RENT,1.0,MEDICAL,3200.0,11.84,0,0.16,N,25
48,75867,RENT,7.0,HOMEIMPROVEMENT,12800.0,13.07,0,0.17,N,26
40,28867,MORTGAGE,3.0,VENTURE,2400.0,10.41,0,0.08,Y,21
42,68891,RENT,2.0,VENTURE,9200.0,10.39,1,0.13,Y,23
53,64338,MORTGAGE,,DEBTCONSOLIDATION,4200.0,10.91,0,0.07,N,30
41,88947,MORTGAGE,4.0,VENTURE,11400.0,11.85,0,0.13,N,22
62,34292,MORTGAGE,5.0,PERSONAL,5200.0,7.05,0,0.15,N,30
43,60016,RENT,0.0,PERSONAL,3200.0,11.85,0,0.05,N,21
31,52096,OWN,4.0,PERSONAL,5900.0,7.31,0,0.11,N,10
45,52168,MORTGAGE,1.0,VENTURE,5400.0,9.27,0,0.1,N,24
42,48557,RENT,3.0,VENTURE,4700.0,5.09,0,0.1,N,20
49,74679,MORTGAGE,1.0,DEBTCONSOLIDATION,17700.0,11.67,0,0.24,N,30
44,70706,OWN,4.0,MEDICAL,8200.0,6.57,1,0.12,N,26
39,48959,MORTGAGE,0.0,HOMEIMPROVEMENT,6500.0,11.32,0,0.13,N,17
33,38960,RENT,0.0,MEDICAL,3800.0,12.94,1,0.1,N,11
38,36784,MORTGAGE,1.0,EDUCATION,7700.0,14.87,0,0.21,N,17
35,49897,MORTGAGE,8.0,DEBTCONSOLIDATION,6300.0,5.0,0,0.13,N,13
36,54771,OWN,0.0,VENTURE,7000.0,9.95,0,0.13,N,16
43,46830,MORTGAGE,6.0,PERSONAL,8700.0,8.0,0,0.19,N,21
52,25696,RENT,0.0,HOMEIMPROVEMENT,1900.0,11.19,0,0.07,N,30
42,42094,MORTGAGE,4.0,HOMEIMPROVEMENT,14700.0,8.02,0,0.35,N,20
33,37664,OTHER,7.0,MEDICAL,5400.0,6.72,0,0.14,N,15
42,49392,MORTGAGE,1.0,PERSONAL,10200.0,14.67,0,0.21,N,21
48,174221,MORTGAGE,1.0,HOMEIMPROVEMENT,26900.0,10.05,1,0.15,N,28
36,60784,MORTGAGE,1.0,EDUCATION,10800.0,7.07,0,0.18,N,16
39,92145,MORTGAGE,6.0,EDUCATION,8100.0,8.76,0,0.09,N,18
40,34820,OWN,1.0,MEDICAL,7200.0,8.8,0,0.21,N,21
35,49560,MORTGAGE,3.0,MEDICAL,5600.0,12.12,0,0.11,N,17
44,90612,RENT,0.0,HOMEIMPROVEMENT,10800.0,11.89,0,0.12,N,24
39,22243,OWN,3.0,PERSONAL,2300.0,9.52,0,0.1,N,21
42,43621,OWN,4.0,VENTURE,7700.0,10.16,0,0.18,N,24
35,66858,RENT,0.0,EDUCATION,11700.0,11.54,1,0.17,N,14
37,47274,MORTGAGE,8.0,EDUCATION,6600.0,,0,0.14,N,19
44,36903,RENT,13.0,VENTURE,2900.0,11.15,0,0.08,N,24
37,37954,RENT,1.0,DEBTCONSOLIDATION,7000.0,13.73,0,0.18,N,15
53,57394,MORTGAGE,7.0,HOMEIMPROVEMENT,6500.0,10.55,0,0.11,N,30
37,22354,RENT,1.0,DEBTCONSOLIDATION,3800.0,14.64,1,0.17,N,17
41,52173,MORTGAGE,5.0,PERSONAL,3700.0,9.48,0,0.07,N,23
46,70469,OWN,1.0,MEDICAL,9300.0,10.07,0,0.13,N,26
32,40902,RENT,9.0,EDUCATION,4000.0,11.37,0,0.1,Y,12
31,22472,RENT,2.0,DEBTCONSOLIDATION,6500.0,,1,0.29,N,12
32,37948,RENT,9.0,VENTURE,4800.0,8.81,0,0.13,Y,14
49,46079,OWN,7.0,DEBTCONSOLIDATION,12000.0,10.05,0,0.26,N,27
36,28616,MORTGAGE,1.0,HOMEIMPROVEMENT,6500.0,6.09,0,0.23,N,15
62,49777,MORTGAGE,0.0,HOMEIMPROVEMENT,4700.0,9.11,0,0.09,N,30
36,53424,MORTGAGE,7.0,MEDICAL,11200.0,,0,0.21,N,14
41,89437,MORTGAGE,2.0,PERSONAL,16600.0,11.21,0,0.19,Y,20
51,45141,RENT,14.0,HOMEIMPROVEMENT,11800.0,13.22,0,0.26,N,30
56,51837,RENT,14.0,VENTURE,7500.0,8.69,0,0.14,N,30
56,37217,MORTGAGE,,HOMEIMPROVEMENT,4500.0,8.45,0,0.12,N,30
48,38616,MORTGAGE,3.0,DEBTCONSOLIDATION,8600.0,13.89,0,0.22,Y,29
47,69710,RENT,1.0,EDUCATION,11800.0,10.65,0,0.17,N,27
43,43597,RENT,,VENTURE,6700.0,12.14,0,0.15,N,22
45,74110,MORTGAGE,0.0,HOMEIMPROVEMENT,10900.0,10.91,1,0.15,Y,24
36,47887,RENT,2.0,HOMEIMPROVEMENT,7700.0,6.05,0,0.16,N,17
35,27669,RENT,1.0,VENTURE,3300.0,9.92,0,0.12,N,16
40,34667,RENT,,HOMEIMPROVEMENT,3500.0,10.34,0,0.1,N,22
39,164258,MORTGAGE,0.0,PERSONAL,19600.0,,0,0.12,N,19
37,46619,MORTGAGE,11.0,VENTURE,5200.0,12.29,0,0.11,N,15
44,21858,RENT,3.0,MEDICAL,3100.0,9.32,1,0.14,Y,26
46,27746,MORTGAGE,0.0,MEDICAL,6200.0,5.56,0,0.22,N,28
40,34323,RENT,6.0,DEBTCONSOLIDATION,2500.0,15.88,0,0.07,N,22
50,31362,RENT,0.0,DEBTCONSOLIDATION,9000.0,,1,0.29,Y,29
33,28294,OWN,1.0,PERSONAL,4400.0,6.09,0,0.16,N,12
38,101843,RENT,8.0,DEBTCONSOLIDATION,8900.0,5.6,0,0.09,N,17
36,68346,RENT,0.0,EDUCATION,6500.0,9.95,0,0.1,N,15
30,44360,RENT,1.0,MEDICAL,3500.0,11.32,0,0.08,N,8
39,36547,RENT,2.0,DEBTCONSOLIDATION,9200.0,14.02,1,0.25,N,18
39,45214,MORTGAGE,4.0,VENTURE,6400.0,8.32,0,0.14,N,17
51,119418,MORTGAGE,7.0,PERSONAL,18400.0,7.9,0,0.15,N,30
44,31808,RENT,1.0,DEBTCONSOLIDATION,6100.0,10.97,0,0.19,N,26
34,22279,OWN,1.0,VENTURE,2500.0,,0,0.11,N,15
54,68438,MORTGAGE,1.0,VENTURE,6900.0,5.0,0,0.1,N,30
48,81151,RENT,2.0,EDUCATION,17200.0,12.7,0,0.21,N,26
43,101298,MORTGAGE,3.0,DEBTCONSOLIDATION,7400.0,5.94,0,0.07,N,22
38,41103,RENT,0.0,DEBTCONSOLIDATION,11400.0,16.61,1,0.28,Y,16
34,41318,RENT,7.0,MEDICAL,2500.0,6.77,0,0.06,N,15
37,134073,RENT,13.0,DEBTCONSOLIDATION,7200.0,10.83,1,0.05,N,19
47,66022,MORTGAGE,9.0,HOMEIMPROVEMENT,7700.0,10.11,0,0.12,N,29
54,46979,RENT,0.0,EDUCATION,3900.0,10.21,0,0.08,N,30
51,63050,MORTGAGE,3.0,EDUCATION,12100.0,,0,0.19,Y,29
37,39419,RENT,8.0,EDUCATION,6500.0,15.93,0,0.16,N,17
34,56989,MORTGAGE,2.0,EDUCATION,3700.0,,0,0.06,N,13
40,56528,RENT,11.0,PERSONAL,3700.0,13.25,1,0.07,N,20
31,74391,MORTGAGE,10.0,VENTURE,11500.0,11.37,1,0.15,Y,13
42,29957,RENT,0.0,DEBTCONSOLIDATION,3800.0,,0,0.13,N,24
39,58555,RENT,3.0,MEDICAL,11600.0,8.42,1,0.2,N,21
37,27356,MORTGAGE,0.0,HOMEIMPROVEMENT,6300.0,8.64,1,0.23,N,16
31,125212,RENT,1.0,VENTURE,12900.0,8.12,0,0.1,N,9
43,39751,OWN,8.0,EDUCATION,5400.0,10.57,0,0.14,N,25
36,21430,MORTGAGE,18.0,DEBTCONSOLIDATION,2600.0,,0,0.12,N,17
33,196552,MORTGAGE,12.0,VENTURE,19400.0,10.8,0,0.1,N,11
27,37777,OTHER,0.0,DEBTCONSOLIDATION,6900.0,11.69,1,0.18,N,7
39,51405,RENT,13.0,DEBTCONSOLIDATION,10700.0,10.06,0,0.21,N,17
53,21001,RENT,8.0,HOMEIMPROVEMENT,2100.0,7.96,0,0.1,N,30
52,47739,MORTGAGE,10.0,EDUCATION,10800.0,11.29,0,0.23,N,30
37,113137,OTHER,12.0,DEBTCONSOLIDATION,11400.0,14.18,0,0.1,N,15
36,69736,RENT,3.0,EDUCATION,17800.0,11.5,1,0.26,Y,16
43,20943,RENT,1.0,DEBTCONSOLIDATION,2400.0,12.3,0,0.11,N,25
34,33470,RENT,0.0,PERSONAL,6000.0,8.28,0,0.18,N,16
41,77582,MORTGAGE,0.0,MEDICAL,9100.0,5.0,0,0.12,N,21
45,67395,RENT,5.0,HOMEIMPROVEMENT,5300.0,8.46,0,0.08,N,25
48,38445,RENT,2.0,VENTURE,8700.0,12.99,1,0.23,Y,30
39,59786,RENT,3.0,HOMEIMPROVEMENT,7000.0,6.62,0,0.12,N,17
38,26928,RENT,,VENTURE,1700.0,12.95,1,0.06,Y,18
35,25502,RENT,18.0,MEDICAL,4300.0,8.05,0,0.17,N,14
35,14092,RENT,0.0,MEDICAL,2800.0,10.06,0,0.2,N,14
38,77862,MORTGAGE,2.0,MEDICAL,10200.0,13.47,1,0.13,N,17
42,46510,MORTGAGE,2.0,VENTURE,5400.0,8.46,0,0.12,N,24
46,49124,RENT,0.0,EDUCATION,9600.0,8.8,0,0.2,N,24
35,10563,RENT,5.0,PERSONAL,1300.0,8.34,0,0.12,N,15
51,47819,RENT,3.0,MEDICAL,12700.0,15.61,1,0.27,Y,30
38,64571,MORTGAGE,3.0,PERSONAL,11800.0,11.93,0,0.18,Y,20
39,17245,RENT,8.0,VENTURE,2000.0,12.25,1,0.12,N,21
35,50116,RENT,1.0,DEBTCONSOLIDATION,5700.0,12.78,1,0.11,N,13
28,47418,MORTGAGE,9.0,DEBTCONSOLIDATION,10000.0,11.59,0,0.21,Y,10
46,38846,MORTGAGE,10.0,DEBTCONSOLIDATION,6100.0,9.88,0,0.16,N,25
44,94260,MORTGAGE,8.0,MEDICAL,12300.0,6.99,0,0.13,N,23
38,83603,MORTGAGE,2.0,EDUCATION,14600.0,8.01,0,0.17,N,18
40,257518,MORTGAGE,0.0,VENTURE,35000.0,8.4,0,0.14,N,20
43,26730,MORTGAGE,3.0,DEBTCONSOLIDATION,2500.0,5.0,0,0.09,N,21
32,60738,MORTGAGE,1.0,PERSONAL,4000.0,6.91,1,0.07,N,12
36,103770,MORTGAGE,0.0,MEDICAL,16700.0,6.37,0,0.16,N,17
45,34679,MORTGAGE,1.0,HOMEIMPROVEMENT,6000.0,13.95,0,0.17,N,27
33,114191,RENT,3.0,HOMEIMPROVEMENT,17900.0,9.8,0,0.16,N,12
41,58833,RENT,0.0,HOMEIMPROVEMENT,4600.0,10.78,0,0.08,N,22
32,20469,RENT,14.0,VENTURE,3200.0,10.9,1,0.16,N,10
43,25773,MORTGAGE,5.0,VENTURE,2200.0,5.0,0,0.09,N,21
39,36674,RENT,0.0,VENTURE,10100.0,15.86,1,0.28,N,21
31,46905,RENT,8.0,VENTURE,5300.0,14.54,1,0.11,N,11
48,91055,MORTGAGE,13.0,MEDICAL,15700.0,9.2,0,0.17,N,29
35,46871,RENT,1.0,MEDICAL,8600.0,8.33,0,0.18,N,15
35,89290,MORTGAGE,0.0,MEDICAL,7100.0,9.06,0,0.08,N,16
41,51739,OWN,1.0,DEBTCONSOLIDATION,4800.0,9.28,0,0.09,N,23
48,49325,RENT,8.0,VENTURE,11800.0,12.8,1,0.24,N,26
34,42363,RENT,0.0,DEBTCONSOLIDATION,3800.0,13.18,1,0.09,N,12
40,80098,OWN,7.0,HOMEIMPROVEMENT,4800.0,11.58,0,0.06,N,22
42,52299,RENT,6.0,DEBTCONSOLIDATION,12300.0,16.53,0,0.24,N,20
44,33987,RENT,5.0,EDUCATION,5100.0,7.62,0,0.15,N,22
41,57875,RENT,2.0,EDUCATION,11600.0,11.39,1,0.2,N,20
37,39001,RENT,2.0,MEDICAL,4500.0,8.42,0,0.12,N,17
35,37938,RENT,0.0,PERSONAL,3700.0,10.32,0,0.1,N,17
40,88550,MORTGAGE,2.0,VENTURE,11000.0,8.55,0,0.12,N,20
34,45266,MORTGAGE,4.0,EDUCATION,9800.0,11.24,0,0.22,N,12
27,142529,MORTGAGE,11.0,HOMEIMPROVEMENT,17000.0,12.49,0,0.12,Y,7
42,70801,MORTGAGE,8.0,VENTURE,10300.0,,0,0.15,N,24
46,33427,MORTGAGE,0.0,HOMEIMPROVEMENT,3100.0,9.37,0,0.09,N,26
29,32299,MORTGAGE,0.0,DEBTCONSOLIDATION,4200.0,6.02,0,0.13,N,11
34,26360,RENT,9.0,DEBTCONSOLIDATION,2000.0,10.92,0,0.08,N,16
44,66368,MORTGAGE,14.0,MEDICAL,9200.0,11.46,0,0.14,N,23
56,31942,MORTGAGE,0.0,EDUCATION,3900.0,10.8,0,0.12,N,30
40,15791,MORTGAGE,6.0,VENTURE,3500.0,10.75,0,0.22,N,20
35,21467,RENT,2.0,EDUCATION,3000.0,8.1,0,0.14,N,15
38,28224,RENT,2.0,EDUCATION,7500.0,15.17,0,0.27,N,19
50,58013,MORTGAGE,5.0,DEBTCONSOLIDATION,5700.0,9.49,0,0.1,N,29
36,47037,MORTGAGE,8.0,DEBTCONSOLIDATION,14000.0,5.69,1,0.3,N,15
35,78545,RENT,1.0,MEDICAL,8300.0,15.55,0,0.11,N,15
37,31145,RENT,6.0,HOMEIMPROVEMENT,4200.0,15.47,1,0.13,Y,16
34,41682,MORTGAGE,5.0,MEDICAL,6800.0,12.54,1,0.16,N,16
40,117438,MORTGAGE,3.0,VENTURE,21000.0,5.0,0,0.18,N,19
52,41333,RENT,4.0,HOMEIMPROVEMENT,4800.0,11.6,1,0.12,Y,30
42,54843,OWN,0.0,VENTURE,7700.0,11.47,0,0.14,N,24
38,35308,RENT,0.0,HOMEIMPROVEMENT,6700.0,9.97,1,0.19,N,20
38,43793,RENT,3.0,DEBTCONSOLIDATION,10300.0,9.8,0,0.24,N,17
32,62170,MORTGAGE,3.0,EDUCATION,6600.0,12.14,0,0.11,N,13
46,68087,RENT,0.0,DEBTCONSOLIDATION,9500.0,14.53,1,0.14,N,26
39,52003,RENT,3.0,VENTURE,11300.0,,0,0.22,Y,21
38,43048,MORTGAGE,7.0,VENTURE,7300.0,11.52,1,0.17,N,17
70,52318,RENT,3.0,EDUCATION,5800.0,15.17,0,0.11,N,30
41,33926,RENT,3.0,HOMEIMPROVEMENT,7400.0,10.49,1,0.22,N,22
35,44013,RENT,6.0,HOMEIMPROVEMENT,12100.0,10.02,1,0.27,N,15
37,57882,RENT,0.0,DEBTCONSOLIDATION,6100.0,9.53,0,0.11,N,18
48,80298,OWN,3.0,EDUCATION,15400.0,10.23,0,0.19,N,30
40,31078,OWN,0.0,MEDICAL,5500.0,9.18,1,0.18,N,22
32,44864,RENT,3.0,MEDICAL,6800.0,11.61,0,0.15,N,12
46,29657,RENT,4.0,VENTURE,5200.0,13.52,1,0.18,N,25
36,39253,RENT,0.0,MEDICAL,6500.0,12.37,0,0.17,N,18
54,80842,MORTGAGE,0.0,MEDICAL,6000.0,12.84,0,0.07,N,30
47,37487,MORTGAGE,0.0,EDUCATION,6500.0,12.8,0,0.17,Y,25
37,46723,MORTGAGE,4.0,EDUCATION,13200.0,9.43,1,0.28,N,16
49,26413,RENT,1.0,VENTURE,5500.0,13.06,1,0.21,N,27
40,37028,RENT,1.0,VENTURE,8200.0,12.76,0,0.22,Y,18
45,22603,RENT,6.0,HOMEIMPROVEMENT,3400.0,15.03,0,0.15,N,26
43,56352,MORTGAGE,1.0,HOMEIMPROVEMENT,10000.0,5.21,0,0.18,N,24
35,58927,MORTGAGE,2.0,PERSONAL,11100.0,,1,0.19,Y,13
36,58014,RENT,13.0,HOMEIMPROVEMENT,4000.0,6.57,0,0.07,N,14
47,59907,OWN,8.0,EDUCATION,10500.0,10.66,0,0.18,N,25
38,58067,OWN,,VENTURE,13500.0,16.04,0,0.23,N,16
37,22853,RENT,4.0,MEDICAL,1600.0,,0,0.07,N,19
110,33061,RENT,5.0,MEDICAL,7800.0,8.9,0,0.24,N,10
42,15965,RENT,11.0,HOMEIMPROVEMENT,1600.0,,0,0.1,N,24
56,38879,RENT,3.0,HOMEIMPROVEMENT,3400.0,16.05,0,0.09,N,30
34,31718,RENT,4.0,EDUCATION,8000.0,9.88,0,0.25,N,14
40,48082,MORTGAGE,10.0,EDUCATION,15600.0,,0,0.32,N,19
50,167666,MORTGAGE,,PERSONAL,13700.0,14.13,0,0.08,N,29
39,72485,RENT,4.0,EDUCATION,15500.0,8.39,0,0.21,N,17
42,105323,MORTGAGE,,HOMEIMPROVEMENT,26900.0,,0,0.26,N,21
34,73918,MORTGAGE,12.0,HOMEIMPROVEMENT,10400.0,10.43,0,0.14,N,12
42,46628,RENT,16.0,VENTURE,19100.0,10.66,1,0.41,Y,24
38,48784,MORTGAGE,0.0,DEBTCONSOLIDATION,7100.0,10.52,0,0.15,N,18
46,75531,OWN,1.0,EDUCATION,14100.0,12.45,0,0.19,N,27
48,55502,RENT,1.0,MEDICAL,8400.0,,0,0.15,N,30
62,42447,RENT,0.0,HOMEIMPROVEMENT,6500.0,16.17,1,0.15,N,30
43,100031,RENT,3.0,DEBTCONSOLIDATION,14000.0,10.35,0,0.14,N,24
42,61228,RENT,3.0,DEBTCONSOLIDATION,9800.0,14.04,1,0.16,Y,23
41,24039,MORTGAGE,4.0,EDUCATION,9500.0,9.8,0,0.4,N,20
37,44793,MORTGAGE,5.0,PERSONAL,4400.0,9.34,0,0.1,N,19
42,50268,MORTGAGE,0.0,EDUCATION,2700.0,10.36,0,0.05,N,21
38,40047,MORTGAGE,4.0,PERSONAL,3900.0,6.96,0,0.1,N,19
41,40434,OTHER,12.0,HOMEIMPROVEMENT,7100.0,7.29,0,0.18,N,23
49,39790,RENT,3.0,DEBTCONSOLIDATION,6800.0,14.46,0,0.17,N,30
34,20083,RENT,0.0,VENTURE,5100.0,13.71,0,0.25,N,14
48,18375,RENT,0.0,DEBTCONSOLIDATION,1200.0,13.72,1,0.07,Y,29
49,35359,RENT,1.0,DEBTCONSOLIDATION,7300.0,10.66,0,0.21,N,30
39,40125,MORTGAGE,6.0,VENTURE,5600.0,,0,0.14,N,17
29,25093,RENT,1.0,VENTURE,1500.0,10.94,1,0.06,N,9
36,29375,RENT,8.0,VENTURE,5100.0,10.68,0,0.17,N,16
49,43193,RENT,8.0,VENTURE,4200.0,6.46,0,0.1,N,29
39,82087,MORTGAGE,3.0,HOMEIMPROVEMENT,22800.0,16.33,0,0.28,Y,18
34,79431,OWN,1.0,EDUCATION,15300.0,11.35,1,0.19,N,13
37,80774,MORTGAGE,4.0,VENTURE,8000.0,11.83,0,0.1,N,18
45,29580,RENT,8.0,VENTURE,2900.0,11.37,0,0.1,N,25
43,43864,RENT,0.0,MEDICAL,3700.0,10.14,0,0.08,N,21
38,90928,MORTGAGE,15.0,VENTURE,17700.0,10.56,0,0.19,N,19
37,20285,RENT,5.0,VENTURE,3500.0,12.35,0,0.17,N,17
37,38959,RENT,2.0,HOMEIMPROVEMENT,3600.0,13.18,0,0.09,N,17
34,54780,RENT,3.0,MEDICAL,14800.0,12.41,1,0.27,Y,13
52,20899,RENT,2.0,DEBTCONSOLIDATION,5500.0,10.39,0,0.26,N,30
38,60744,MORTGAGE,2.0,VENTURE,12100.0,9.7,0,0.2,N,16
48,106244,MORTGAGE,4.0,PERSONAL,18600.0,11.06,0,0.18,N,28
51,90426,OWN,0.0,MEDICAL,13100.0,7.96,0,0.14,N,29
46,44852,MORTGAGE,0.0,PERSONAL,3000.0,12.15,0,0.07,N,27
37,73659,RENT,1.0,VENTURE,9900.0,15.78,0,0.13,N,16
42,20782,MORTGAGE,2.0,MEDICAL,1700.0,6.89,0,0.08,N,22
39,56341,RENT,2.0,MEDICAL,10100.0,13.52,1,0.18,Y,20
35,42094,RENT,6.0,MEDICAL,4400.0,10.19,0,0.1,N,15
42,45492,MORTGAGE,1.0,VENTURE,5200.0,5.05,0,0.11,N,22
33,51633,RENT,0.0,MEDICAL,6200.0,12.72,0,0.12,Y,15
48,59505,RENT,0.0,MEDICAL,7700.0,13.06,1,0.13,Y,30
37,23717,RENT,0.0,DEBTCONSOLIDATION,4800.0,12.02,1,0.2,N,16
41,30025,OTHER,0.0,MEDICAL,6600.0,14.36,1,0.22,N,20
41,43125,MORTGAGE,9.0,PERSONAL,5900.0,9.61,0,0.14,N,22
38,20144,RENT,5.0,MEDICAL,2300.0,10.75,1,0.11,Y,19
43,52503,RENT,27.0,HOMEIMPROVEMENT,5900.0,12.98,1,0.11,N,25
37,74337,RENT,0.0,PERSONAL,6500.0,12.76,1,0.09,N,15
46,98329,RENT,9.0,MEDICAL,25000.0,14.48,0,0.25,N,24
33,51442,MORTGAGE,5.0,HOMEIMPROVEMENT,7800.0,7.99,1,0.15,N,11
40,125894,MORTGAGE,5.0,HOMEIMPROVEMENT,21500.0,9.43,0,0.17,N,22
55,48169,MORTGAGE,2.0,EDUCATION,7100.0,9.45,0,0.15,N,30
34,26150,MORTGAGE,2.0,PERSONAL,7100.0,10.82,0,0.27,N,12
36,47668,MORTGAGE,9.0,HOMEIMPROVEMENT,7800.0,10.88,0,0.16,N,14
43,44230,MORTGAGE,6.0,EDUCATION,5600.0,8.51,0,0.13,N,22
41,63455,RENT,5.0,VENTURE,15100.0,9.44,0,0.24,N,22
42,56124,MORTGAGE,0.0,HOMEIMPROVEMENT,3500.0,8.14,0,0.06,N,22
43,54157,OWN,1.0,DEBTCONSOLIDATION,12300.0,8.57,0,0.23,N,23
44,79495,OWN,16.0,PERSONAL,12300.0,8.47,0,0.15,N,23
47,39538,OWN,3.0,MEDICAL,5800.0,,0,0.15,Y,28
42,64175,OWN,7.0,PERSONAL,12500.0,,0,0.19,N,21
38,56412,MORTGAGE,,EDUCATION,7000.0,,0,0.12,N,20
44,51895,MORTGAGE,,VENTURE,8100.0,8.15,0,0.16,N,22
54,47437,RENT,0.0,HOMEIMPROVEMENT,7300.0,,0,0.15,N,30
39,25961,MORTGAGE,0.0,EDUCATION,4400.0,12.1,0,0.17,N,20
34,43176,MORTGAGE,3.0,PERSONAL,6900.0,12.54,0,0.16,N,12
47,44583,MORTGAGE,4.0,PERSONAL,10000.0,8.06,0,0.22,N,26
39,34154,RENT,1.0,EDUCATION,6000.0,13.22,0,0.18,N,21
29,24861,MORTGAGE,6.0,PERSONAL,3400.0,11.34,0,0.14,Y,9
45,37114,MORTGAGE,3.0,VENTURE,4900.0,10.33,0,0.13,N,24
36,38688,RENT,13.0,VENTURE,5300.0,6.31,0,0.14,N,17
39,25080,RENT,0.0,MEDICAL,3000.0,10.74,0,0.12,N,18
42,25067,MORTGAGE,0.0,HOMEIMPROVEMENT,3100.0,11.81,0,0.12,N,24
41,17223,RENT,11.0,MEDICAL,3500.0,7.74,0,0.2,N,23
44,56814,RENT,5.0,HOMEIMPROVEMENT,6300.0,12.38,0,0.11,N,26
37,79939,RENT,5.0,EDUCATION,16800.0,11.35,0,0.21,N,19
43,49417,RENT,0.0,MEDICAL,3900.0,,1,0.08,N,22
38,40048,MORTGAGE,13.0,VENTURE,7800.0,5.22,0,0.19,N,16
45,24465,RENT,7.0,VENTURE,6300.0,9.22,0,0.26,N,25
44,16278,RENT,,VENTURE,3300.0,10.65,0,0.2,N,24
34,48219,MORTGAGE,12.0,PERSONAL,10600.0,10.48,0,0.22,N,12
47,66692,MORTGAGE,4.0,PERSONAL,5400.0,,0,0.08,N,28
36,32331,MORTGAGE,2.0,VENTURE,5000.0,11.96,0,0.15,Y,17
45,83092,RENT,3.0,HOMEIMPROVEMENT,22600.0,11.57,0,0.27,N,26
42,34737,MORTGAGE,7.0,EDUCATION,4000.0,10.21,0,0.12,N,20
